supplier_id,supplier_name,supplier_type,risk_level,compliance_issues,key_terms,past_performance,negotiate_recommendation,supply_chain_disruption,quality_metrics,cost_metrics
S1130,Supplier 1130,Retailer,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"2.18% defect rate, Meets standards","$64.23/unit, $6792.11 total cost"
S1131,Supplier 1131,Retailer,High,Substandard Quality,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Seek alternative suppliers, Include penalty clauses for late delivery",No,"1.53% defect rate, Meets standards","$54.42/unit, $5310.06 total cost"
S1132,Supplier 1132,Service Provider,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery, Seek alternative suppliers",No,"1.2% defect rate, Meets standards","$66.44/unit, $6354.38 total cost"
S1133,Supplier 1133,Service Provider,High,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",No,"3.01% defect rate, Meets standards","$54.87/unit, $6963.58 total cost"
S1134,Supplier 1134,Distributor,Low,,"30-day payment, 5-day delivery",Good,Adjust delivery schedules,No,"2.83% defect rate, Meets standards","$66.63/unit, $6478.27 total cost"
S1135,Supplier 1135,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Good,Include penalty clauses for late delivery,Yes,"4.0% defect rate, Meets standards","$61.78/unit, $6526.09 total cost"
S1136,Supplier 1136,Manufacturer,Medium,,"45-day payment, 10-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"4.07% defect rate, Meets standards","$60.25/unit, $5652.33 total cost"
S1137,Supplier 1137,Distributor,Low,Substandard Quality,"60-day payment, 7-day delivery",Fair,Include penalty clauses for late delivery,Yes,"1.28% defect rate, Meets standards","$61.58/unit, $6188.57 total cost"
S1138,Supplier 1138,Distributor,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules",Yes,"4.89% defect rate, Meets standards","$57.87/unit, $5034.17 total cost"
S1139,Supplier 1139,Manufacturer,Medium,,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"2.03% defect rate, Meets standards","$55.41/unit, $6323.71 total cost"
S1140,Supplier 1140,Service Provider,High,Substandard Quality,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules, Include penalty clauses for late delivery",No,"2.5% defect rate, Meets standards","$59.21/unit, $6186.54 total cost"
S1141,Supplier 1141,Manufacturer,Medium,,"30-day payment, 5-day delivery",Excellent,"Adjust delivery schedules, Include penalty clauses for late delivery",No,"3.31% defect rate, Meets standards","$52.76/unit, $6232.56 total cost"
S1142,Supplier 1142,Distributor,High,Late Delivery,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",Yes,"1.15% defect rate, Meets standards","$62.39/unit, $6653.89 total cost"
S1143,Supplier 1143,Retailer,High,Late Delivery,"30-day payment, 5-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"3.85% defect rate, Meets standards","$60.94/unit, $5988.35 total cost"
S1144,Supplier 1144,Retailer,Low,,"45-day payment, 10-day delivery",Poor,Include compliance monitoring,Yes,"1.77% defect rate, Meets standards","$63.46/unit, $6878.42 total cost"
S1145,Supplier 1145,Distributor,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Include compliance monitoring,No,"4.67% defect rate, Meets standards","$62.77/unit, $6068.68 total cost"
S1146,Supplier 1146,Service Provider,Medium,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers",Yes,"1.99% defect rate, Meets standards","$68.48/unit, $5563.32 total cost"
S1147,Supplier 1147,Manufacturer,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"2.65% defect rate, Meets standards","$60.34/unit, $5063.67 total cost"
S1148,Supplier 1148,Service Provider,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Seek alternative suppliers, Include compliance monitoring",No,"1.9% defect rate, Meets standards","$50.25/unit, $6551.24 total cost"
S1149,Supplier 1149,Distributor,Medium,,"30-day payment, 5-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.58% defect rate, Meets standards","$67.61/unit, $5252.2 total cost"
S1150,Supplier 1150,Service Provider,Low,,"30-day payment, 5-day delivery",Excellent,Adjust delivery schedules,Yes,"2.51% defect rate, Meets standards","$52.42/unit, $6561.18 total cost"
S1151,Supplier 1151,Service Provider,Medium,Substandard Quality,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery",No,"1.96% defect rate, Meets standards","$64.58/unit, $6233.34 total cost"
S1152,Supplier 1152,Manufacturer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"4.38% defect rate, Meets standards","$53.95/unit, $5948.64 total cost"
S1153,Supplier 1153,Distributor,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,Include compliance monitoring,Yes,"3.81% defect rate, Meets standards","$52.47/unit, $5960.92 total cost"
S1154,Supplier 1154,Service Provider,High,Substandard Quality,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",No,"2.89% defect rate, Meets standards","$69.09/unit, $5185.32 total cost"
S1155,Supplier 1155,Manufacturer,Medium,Late Delivery,"30-day payment, 5-day delivery",Excellent,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"2.14% defect rate, Meets standards","$50.71/unit, $5445.56 total cost"
S1156,Supplier 1156,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,Include compliance monitoring,Yes,"4.49% defect rate, Meets standards","$50.6/unit, $6285.69 total cost"
S1157,Supplier 1157,Distributor,High,,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"2.68% defect rate, Meets standards","$58.97/unit, $6746.2 total cost"
S1158,Supplier 1158,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Poor,Seek alternative suppliers,No,"2.86% defect rate, Meets standards","$61.71/unit, $5474.41 total cost"
S1159,Supplier 1159,Manufacturer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"1.77% defect rate, Meets standards","$53.53/unit, $5169.55 total cost"
S1160,Supplier 1160,Manufacturer,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Seek alternative suppliers,No,"4.34% defect rate, Meets standards","$64.49/unit, $5298.07 total cost"
S1161,Supplier 1161,Service Provider,High,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",No,"3.2% defect rate, Meets standards","$68.78/unit, $5499.52 total cost"
S1162,Supplier 1162,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Adjust delivery schedules, Include compliance monitoring",No,"3.63% defect rate, Meets standards","$59.97/unit, $5064.85 total cost"
S1163,Supplier 1163,Distributor,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",No,"2.68% defect rate, Meets standards","$52.44/unit, $5508.02 total cost"
S1164,Supplier 1164,Service Provider,Low,Substandard Quality,"30-day payment, 5-day delivery",Good,Include penalty clauses for late delivery,Yes,"1.08% defect rate, Meets standards","$66.87/unit, $5620.32 total cost"
S1165,Supplier 1165,Distributor,High,,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",Yes,"2.2% defect rate, Meets standards","$68.86/unit, $6291.77 total cost"
S1166,Supplier 1166,Manufacturer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Adjust delivery schedules, Include penalty clauses for late delivery",No,"1.08% defect rate, Meets standards","$66.66/unit, $6607.1 total cost"
S1167,Supplier 1167,Service Provider,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Fair,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"1.12% defect rate, Meets standards","$61.29/unit, $5914.19 total cost"
S1168,Supplier 1168,Service Provider,High,,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"4.94% defect rate, Meets standards","$66.79/unit, $5666.06 total cost"
S1169,Supplier 1169,Manufacturer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Seek alternative suppliers",Yes,"1.38% defect rate, Meets standards","$57.54/unit, $5785.5 total cost"
S1170,Supplier 1170,Service Provider,Low,Late Delivery,"60-day payment, 7-day delivery",Excellent,Include compliance monitoring,No,"2.8% defect rate, Meets standards","$59.99/unit, $6226.3 total cost"
S1171,Supplier 1171,Service Provider,High,,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"4.35% defect rate, Meets standards","$51.63/unit, $5019.5 total cost"
S1172,Supplier 1172,Distributor,Low,Substandard Quality,"45-day payment, 10-day delivery",Poor,Seek alternative suppliers,Yes,"2.69% defect rate, Meets standards","$56.48/unit, $5608.95 total cost"
S1173,Supplier 1173,Retailer,Medium,Late Delivery,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring",No,"2.0% defect rate, Meets standards","$68.31/unit, $6102.23 total cost"
S1174,Supplier 1174,Distributor,Medium,,"30-day payment, 5-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",No,"2.66% defect rate, Meets standards","$67.07/unit, $6697.64 total cost"
S1175,Supplier 1175,Service Provider,Low,Substandard Quality,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,Yes,"4.3% defect rate, Meets standards","$61.88/unit, $5150.14 total cost"
S1176,Supplier 1176,Distributor,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",No,"1.18% defect rate, Meets standards","$68.11/unit, $6878.3 total cost"
S1177,Supplier 1177,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,Seek alternative suppliers,No,"2.96% defect rate, Meets standards","$58.54/unit, $5525.84 total cost"
S1178,Supplier 1178,Service Provider,Medium,Late Delivery,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"1.77% defect rate, Meets standards","$68.75/unit, $5958.63 total cost"
S1179,Supplier 1179,Service Provider,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"1.24% defect rate, Meets standards","$68.92/unit, $5217.88 total cost"
S1180,Supplier 1180,Service Provider,High,Late Delivery,"60-day payment, 7-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",Yes,"4.14% defect rate, Meets standards","$61.4/unit, $6573.04 total cost"
S1181,Supplier 1181,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Adjust delivery schedules",No,"1.06% defect rate, Meets standards","$51.0/unit, $6567.85 total cost"
S1182,Supplier 1182,Distributor,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"2.66% defect rate, Meets standards","$67.69/unit, $6844.75 total cost"
S1183,Supplier 1183,Distributor,High,Late Delivery,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Seek alternative suppliers, Include penalty clauses for late delivery",No,"3.18% defect rate, Meets standards","$68.23/unit, $6225.62 total cost"
S1184,Supplier 1184,Retailer,High,,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"1.69% defect rate, Meets standards","$68.86/unit, $6854.05 total cost"
S1185,Supplier 1185,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery",No,"4.6% defect rate, Meets standards","$59.44/unit, $6645.97 total cost"
S1186,Supplier 1186,Retailer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Fair,Seek alternative suppliers,No,"2.63% defect rate, Meets standards","$55.83/unit, $5829.95 total cost"
S1187,Supplier 1187,Manufacturer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,Seek alternative suppliers,Yes,"1.73% defect rate, Meets standards","$51.75/unit, $6826.99 total cost"
S1188,Supplier 1188,Distributor,Medium,Late Delivery,"60-day payment, 7-day delivery",Good,"Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"3.44% defect rate, Meets standards","$67.59/unit, $5583.33 total cost"
S1189,Supplier 1189,Distributor,Low,,"45-day payment, 10-day delivery",Fair,Adjust delivery schedules,No,"3.56% defect rate, Meets standards","$64.46/unit, $5891.68 total cost"
S1190,Supplier 1190,Distributor,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,No,"2.55% defect rate, Meets standards","$66.04/unit, $6645.76 total cost"
S1191,Supplier 1191,Service Provider,Medium,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery",No,"1.13% defect rate, Meets standards","$65.38/unit, $6229.51 total cost"
S1192,Supplier 1192,Distributor,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,Include penalty clauses for late delivery,No,"3.65% defect rate, Meets standards","$66.35/unit, $5662.38 total cost"
S1193,Supplier 1193,Manufacturer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"1.95% defect rate, Meets standards","$52.22/unit, $6789.4 total cost"
